,movie_title,title_year,director_name,actor_1_name,duration,facenumber_in_poster,budget,gross,imdb_score,num_voted_users,num_user_for_reviews,num_critic_for_reviews,director_facebook_likes,movie_facebook_likes,actor_1_facebook_likes,cast_total_facebook_likes
1471,The Invention of Lying,2009,Ricky Gervais,Jennifer Garner,100,2.0,18500000,18439082,6.4,94292,287,192,0,13000,3000,7252
1474,Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan,2006,Larry Charles,Luenell,82,0.5,18000000,128505958,7.3,297014,1198,343,119,0,332,505
1475,Legally Blonde,2001,Robert Luketic,Linda Cardellini,96,0.5,18000000,95001351,6.2,131801,548,163,126,0,2000,4380
1477,The Exorcism of Emily Rose,2005,Scott Derrickson,Tom Wilkinson,122,0.5,20000000,75072454,6.7,96569,522,233,301,0,1000,2759
1480,The Family Stone,2005,Thomas Bezucha,Craig T. Nelson,103,0.5,17000000,6061759,6.3,49077,475,142,15,0,723,1615
1482,Bad Santa,2003,Terry Zwigoff,Bernie Mac,98,2.0,18000000,60057639,7.1,107815,485,195,72,10000,1000,3151
1483,Austin Powers: International Man of Mystery,1997,Jay Roach,Will Ferrell,68,2.0,17000000,53868030,7.0,183425,425,129,116,0,8000,10557
1484,My Big Fat Greek Wedding 2,2016,Kirk Jones,Nia Vardalos,94,2.0,18000000,59573085,6.1,13562,103,156,52,19000,567,2259
1485,Diary of a Wimpy Kid: Rodrick Rules,2011,David Bowers,Zachary Gordon,99,2.0,21000000,52691009,6.6,18727,45,103,42,0,975,3567
1489,Mean Girls,2004,Mark Waters,Tina Fey,97,2.0,17000000,86049418,7.0,245989,554,159,70,0,2000,5032
1490,Under the Tuscan Sun,2003,Audrey Wells,Raoul Bova,113,0.5,18000000,43601508,6.7,35718,317,111,22,0,727,1310
1491,Gosford Park,2001,Robert Altman,Kristin Scott Thomas,131,0.5,19800000,41300105,7.3,65201,651,187,500,0,1000,3261
1493,Birdman or (The Unexpected Virtue of Ignorance),2014,Alejandro G. Irritu,Emma Stone,119,2.0,18000000,42335698,7.8,395087,1101,588,0,114000,15000,21668
1494,Blue Jasmine,2013,Woody Allen,Sally Hawkins,98,0.5,18000000,33404871,7.3,150082,384,415,11000,36000,594,1353
1495,United 93,2006,Paul Greengrass,Christian Clemenson,111,0.5,15000000,31471430,7.6,83374,828,279,521,0,97,313
1499,Soul Surfer,2011,Sean McNamara,Dennis Quaid,106,0.5,18000000,43853424,7.1,35514,114,110,80,15000,2000,5024
1506,127 Hours,2010,Danny Boyle,James Franco,94,0.5,18000000,18329466,7.6,279179,440,450,0,63000,11000,11984
1507,Small Time Crooks,2000,Woody Allen,Woody Allen,94,0.5,18000000,17071230,6.7,31169,192,128,11000,812,11000,23283
1508,Center Stage,2000,Nicholas Hytner,Amanda Schull,115,2.0,18000000,17174870,6.7,15817,210,68,13,0,757,1201
1511,Life as a House,2001,Irwin Winkler,Ian Somerhalder,125,0.5,18000000,15561627,7.5,39105,359,99,34,0,16000,21622
1512,Steve Jobs,2015,Danny Boyle,Kate Winslet,122,0.5,30000000,17750583,7.2,93548,307,412,0,23000,14000,28933
1514,Youth in Revolt,2009,Miguel Arteta,Steve Buscemi,90,2.0,18000000,15281286,6.5,64646,105,192,44,0,12000,16004
1516,The Tailor of Panama,2001,John Boorman,Daniel Radcliffe,109,0.5,18000000,13491653,6.1,23728,213,104,128,813,11000,14995
1518,The Ice Storm,1997,Ang Lee,Joan Allen,112,0.5,18000000,7837632,7.5,46396,287,124,0,0,805,1466
1521,Being Julia,2004,Istvn Szab,Miriam Margolyes,104,2.0,18000000,7739049,7.1,10680,112,93,109,562,405,847
1524,Labor Day,2013,Jason Reitman,J.K. Simmons,111,0.5,18000000,13362308,6.9,31898,111,217,655,0,24000,39307
1525,RocknRolla,2008,Guy Ritchie,Tom Hardy,114,2.0,18000000,5694401,7.3,194489,192,209,0,12000,27000,46944
1527,Hamlet,1996,Kenneth Branagh,Julie Christie,150,0.5,18000000,4414535,7.8,30618,224,85,0,0,597,1645
1528,Anything Else,2003,Woody Allen,Woody Allen,108,2.0,18000000,3203044,6.4,25165,155,128,11000,827,11000,14843
1529,The Railway Man,2013,Jonathan Teplitzky,Jeremy Irvine,116,2.0,18000000,4435083,7.1,27882,119,186,6,18000,25000,39463
1531,The Salton Sea,2002,D.J. Caruso,Adam Goldberg,103,0.5,18000000,676698,7.2,26730,180,79,154,2000,1000,4094
1532,Superbad,2007,Greg Mottola,Emma Stone,119,2.0,20000000,121463226,7.6,422606,555,256,99,0,15000,17584
1533,Step Up 2: The Streets,2008,Jon M. Chu,Cassie Ventura,98,2.0,23000000,58006147,6.2,67653,108,97,209,0,158,816
1534,Hoodwinked!,2005,Cory Edwards,Anne Hathaway,80,0.5,17500000,51053787,6.5,45900,247,142,19,0,11000,14385
1537,City of Ghosts,2002,Matt Dillon,Kirk Fox,116,0.5,17500000,325491,6.0,4387,67,38,0,204,109,245
1538,The Others,2001,Alejandro Amenbar,Fionnula Flanagan,101,0.5,17000000,96471845,7.6,268581,1109,239,448,20000,482,956
1540,Let's Be Cops,2014,Luke Greenfield,Rob Riggle,104,0.5,17000000,82389560,6.5,106820,147,129,42,14000,839,3627
1541,Sideways,2004,Alexander Payne,Virginia Madsen,126,0.5,12000000,71502303,7.5,149966,835,285,729,0,912,2170
1544,The Best Man Holiday,2013,Malcolm D. Lee,Harold Perrineau,123,2.0,17000000,70492685,6.7,11600,64,56,92,7000,1000,5306
1545,Smokin' Aces,2006,Joe Carnahan,Ryan Reynolds,109,0.5,17000000,35635046,6.7,121058,482,186,248,3000,16000,19410
1548,A Night at the Roxbury,1998,John Fortenberry,Will Ferrell,82,2.0,17000000,30324946,6.2,48458,239,63,12,0,8000,9271
1550,The Hills Have Eyes,2006,Alexandre Aja,Dan Byrd,108,0.5,15000000,41777564,6.4,129719,855,265,192,0,1000,4500
1552,"McFarland, USA",2015,Niki Caro,Morgan Saylor,129,0.5,17000000,44469602,7.4,23480,83,113,51,21000,427,952
1553,Pitch Perfect,2012,Jason Moore,Anna Kendrick,112,2.0,17000000,64998368,7.2,213898,250,223,36,36000,10000,12676
1555,A Simple Plan,1998,Sam Raimi,Gary Cole,121,0.5,17000000,16311763,7.5,50656,416,125,0,0,989,2365
1559,Brooklyn's Finest,2009,Antoine Fuqua,Don Cheadle,132,0.5,17000000,27154426,6.7,52852,138,197,847,4000,3000,6317
1560,Evil Dead,2013,Fede Alvarez,Lou Taylor Pucci,96,0.5,17000000,54239856,6.5,125016,789,543,201,70000,394,673
1565,The Illusionist,2006,Neil Burger,Rufus Sewell,110,2.0,16000000,39825798,7.6,295375,645,236,168,15000,3000,4210
1569,Fur: An Imaginary Portrait of Diane Arbus,2006,Steven Shainberg,Robert Downey Jr.,122,2.0,16800000,220914,6.5,13239,97,105,30,0,21000,25173
1571,Sense and Sensibility,1995,Ang Lee,Alan Rickman,136,2.0,16500000,42700000,7.7,78392,196,69,0,0,25000,41059
1572,Becoming Jane,2007,Julian Jarrold,Anne Hathaway,120,0.5,16500000,18663911,7.1,46204,151,150,11,0,11000,12554
1573,Sydney White,2007,Joe Nussbaum,Danny Strong,108,2.0,16500000,11702090,6.3,37700,50,72,18,0,714,2785
1574,House of Sand and Fog,2003,Vadim Perelman,Frances Fisher,126,0.5,15000000,13005485,7.6,56665,469,158,26,0,638,2282
1578,Road Trip,2000,Todd Phillips,Ethan Suplee,94,2.0,15600000,68525609,6.5,132963,302,103,480,0,1000,3889
1579,Varsity Blues,1999,Brian Robbins,Paul Walker,106,0.5,16000000,52885587,6.4,35312,267,67,48,0,23000,23369
1581,Moonrise Kingdom,2012,Wes Anderson,Bruce Willis,94,2.0,16000000,45507053,7.8,237848,377,487,0,71000,13000,27911
1586,Baby Boy,2001,John Singleton,Mo'Nique,130,2.0,16000000,28734552,6.4,9566,81,41,309,1000,939,3107
1590,Hot Fuzz,2007,Edgar Wright,Bill Bailey,121,0.5,8000000,23618786,7.9,352695,687,285,1000,17000,175,485
1593,White Oleander,2002,Peter Kosminsky,Patrick Fugit,109,0.5,16000000,16346122,7.2,25549,171,103,7,0,835,2572
1597,Remember Me,2010,Allen Coulter,Robert Pattinson,113,0.5,16000000,19057024,7.2,113963,361,158,47,24000,21000,22088
1601,Duets,2000,Bruce Paltrow,Lochlyn Munro,112,0.5,15000000,4734235,6.0,8217,123,65,28,573,555,1227
1602,Hollywood Ending,2002,Woody Allen,Woody Allen,112,0.5,16000000,4839383,6.6,21613,148,109,11000,762,11000,12766
1603,Detroit Rock City,1999,Adam Rifkin,Natasha Lyonne,95,0.5,15000000,4193025,6.8,30682,194,42,89,0,1000,2518
1605,Things We Lost in the Fire,2007,Susanne Bier,Alison Lohman,118,0.5,16000000,2849142,7.2,24104,88,146,369,0,1000,1889
1606,The Immigrant,2013,James Gray,Jeremy Renner,120,2.0,16000000,1984743,6.6,20616,70,230,115,0,10000,11019
1607,The White Countess,2005,James Ivory,Vanessa Redgrave,135,0.5,16000000,1666262,6.7,5321,78,64,133,356,898,2096
1608,Trance,2013,Danny Boyle,Rosario Dawson,101,0.5,20000000,2319187,7.0,92640,212,393,0,23000,3000,5056
1610,Good,2008,Vicente Amorim,Viggo Mortensen,92,0.5,15000000,23091,6.2,5664,42,67,6,921,10000,11091
1612,The Homesman,2014,Tommy Lee Jones,Barry Corbin,122,0.5,16000000,2428883,6.6,21370,132,208,0,0,883,2896
1615,Slither,2006,James Gunn,Dustin Milligan,95,0.5,15500000,7774730,6.5,61912,352,251,571,0,499,1120
1618,The Yellow Handkerchief,2008,Udayan Prasad,Kristen Stewart,102,0.5,15500000,317040,6.8,6723,36,60,4,1000,17000,30978
1622,Diary of a Wimpy Kid,2010,Thor Freudenthal,Chlo Grace Moretz,94,0.5,15000000,64001297,6.2,32002,103,111,87,0,17000,20154
1623,Mama,2013,Andrs Muschietti,Javier Botet,100,0.5,20000000,71588220,6.2,134869,304,393,127,57000,1000,1949
1625,Bad Grandpa,2013,Jeff Tremaine,Jackson Nicoll,102,0.5,15000000,101978840,6.6,77724,162,157,79,26000,925,1018
1626,The Queen,2006,Stephen Frears,Roger Allam,94,0.5,9800000,56437947,7.3,85333,421,280,350,0,326,486
1630,The Woman in Black,2012,James Watkins,Daniel Radcliffe,95,0.5,17000000,54322273,6.4,139749,509,462,43,29000,11000,11946
1633,Wag the Dog,1997,Barry Levinson,Robert De Niro,97,0.5,15000000,43022524,7.1,67604,218,130,272,12000,22000,29252
1635,Snitch,2013,Ric Roman Waugh,Dwayne Johnson,112,0.5,15000000,42919096,6.5,64747,122,238,29,12000,12000,15800
1636,Krampus,2015,Michael Dougherty,Adam Scott,98,0.5,15000000,42592530,6.2,29867,181,198,66,27000,3000,4567
1637,The Faculty,1998,Robert Rodriguez,Jordana Brewster,104,0.5,15000000,40064955,6.4,92074,502,154,0,0,4000,12170
1638,Cop Land,1997,James Mangold,Robert De Niro,120,2.0,10000000,44886089,6.9,69576,207,131,446,2000,22000,40117
1640,End of Watch,2012,David Ayer,Jake Gyllenhaal,109,2.0,7000000,40983001,7.7,181025,336,355,453,38000,15000,27788
1642,The Theory of Everything,2014,James Marsh,Eddie Redmayne,123,0.5,15000000,35887263,7.7,265507,388,419,120,90000,13000,14100
1644,Where the Heart Is,2000,Matt Williams,Natalie Portman,120,2.0,15000000,33771174,6.8,27044,240,78,18,0,20000,22383
1646,Wild,2014,Jean-Marc Valle,Michiel Huisman,115,0.5,15000000,37877959,7.1,86664,252,349,212,38000,2000,4896
1647,The Last House on the Left,2009,Dennis Iliadis,Tony Goldwyn,114,0.5,15000000,32721635,6.6,67822,279,241,29,0,956,3861
1648,The Wedding Date,2005,Clare Kilner,Jack Davenport,90,0.5,15000000,31585300,6.1,38248,250,103,6,0,1000,2666
1651,The Great Debaters,2007,Denzel Washington,Denzel Washington,126,0.5,15000000,30226144,7.6,47626,118,112,18000,0,18000,22745
1652,The Object of My Affection,1998,Nicholas Hytner,Liam Aiken,111,0.5,15000000,29106737,6.0,15582,132,65,13,849,818,1450
1653,28 Weeks Later,2007,Juan Carlos Fresnadillo,Jeremy Renner,100,0.5,15000000,28637507,7.0,212167,713,274,35,0,10000,11471
1654,When the Game Stands Tall,2014,Thomas Carter,Jessie T. Usher,115,0.5,15000000,30127963,6.7,12596,64,50,49,0,116,525
1655,Because of Winn-Dixie,2005,Wayne Wang,Cicely Tyson,106,2.0,14000000,32645546,6.4,8427,88,96,61,1000,907,3462
1656,Love & Basketball,2000,Gina Prince-Bythewood,Alfre Woodard,124,0.5,15000000,27441122,7.2,14322,116,68,107,0,1000,5135
1657,Grosse Pointe Blank,1997,George Armitage,Minnie Driver,107,0.5,15000000,28014536,7.4,73347,296,111,5,0,893,2044
1660,The Craft,1996,Andrew Fleming,Christine Taylor,101,0.5,15000000,24881000,6.2,57140,195,93,26,6000,838,1812
1661,Match Point,2005,Woody Allen,Scarlett Johansson,119,2.0,15000000,23089926,7.7,166269,735,278,11000,0,19000,20391
1662,Ramona and Beezus,2010,Elizabeth Allen Rosenbaum,Sierra McCormick,103,2.0,15000000,26161406,6.7,13874,52,81,20,0,512,1002
1664,Boogie Nights,1997,Paul Thomas Anderson,Don Cheadle,155,2.0,15000000,26384919,7.9,189032,560,153,0,0,3000,3677
1666,Flicka,2006,Michael Mayer,Alison Lohman,95,0.5,15000000,20998709,6.2,6095,76,46,15,1000,1000,3845
1669,Tuck Everlasting,2002,Jay Russell,William Hurt,90,2.0,15000000,19158074,6.7,17983,127,69,13,0,882,2661
1671,Keanu,2016,Peter Atencio,Nia Long,100,2.0,15000000,20566327,6.4,15385,84,129,10,0,826,2958
1673,The November Man,2014,Roger Donaldson,Luke Bracey,108,2.0,15000000,24984868,6.3,50056,152,172,79,0,775,3033
1675,The Hurt Locker,2008,Kathryn Bigelow,Jeremy Renner,131,0.5,15000000,15700000,7.6,332065,876,388,0,16000,10000,11114
1677,Killing Them Softly,2012,Andrew Dominik,Brad Pitt,97,0.5,15000000,14938570,6.2,111625,369,414,181,20000,11000,14025
1678,A Most Wanted Man,2014,Anton Corbijn,Philip Seymour Hoffman,122,2.0,15000000,17237244,6.8,57210,158,291,210,13000,22000,22574
1682,Idlewild,2006,Bryan Barber,Cicely Tyson,121,2.0,15000000,12549485,6.2,4603,91,81,16,489,907,3633
1683,One Day,2011,Lone Scherfig,Anne Hathaway,107,0.5,15000000,13766014,7.0,106111,181,221,92,49000,11000,17627
1684,Whip It,2009,Drew Barrymore,Daniel Stern,111,0.5,15000000,13034417,6.9,55665,118,230,0,10000,796,2633
1685,Confidence,2003,James Foley,Louis Lombardi,97,2.0,15000000,12212417,6.7,30643,144,119,164,622,436,1172
1687,De-Lovely,2004,Irwin Winkler,Kevin McNally,125,2.0,20000000,13337299,6.6,9649,226,119,34,1000,427,729
1695,Black Snake Moan,2006,Craig Brewer,Justin Timberlake,116,0.5,15000000,9396487,7.0,52421,200,197,153,0,3000,5012
1696,Dark Blue,2002,Ron Shelton,Khandi Alexander,118,0.5,15000000,9059588,6.6,17261,125,71,41,455,556,1873
1697,A Mighty Heart,2007,Michael Winterbottom,Angelina Jolie Pitt,108,0.5,16000000,9172810,6.7,24150,118,190,187,923,11000,12178
1700,The Importance of Being Earnest,2002,Oliver Parker,Colin Firth,97,2.0,15000000,8378141,6.9,18966,141,104,32,0,14000,16502
1702,In Bruges,2008,Martin McDonagh,Elizabeth Berrington,107,0.5,15000000,7757130,8.0,307639,513,300,454,32000,65,173
1704,The Rocker,2008,Peter Cattaneo,Emma Stone,102,2.0,15000000,6409206,6.2,32311,104,132,11,0,15000,33153
1706,Promised Land,2012,Gus Van Sant,Matt Damon,106,0.5,15000000,7556708,6.6,30284,102,242,835,10000,13000,14544
1707,Whatever Works,2009,Woody Allen,Larry David,92,0.5,15000000,5306447,7.2,58967,169,218,11000,10000,860,2717
1709,Kiss Kiss Bang Bang,2005,Shane Black,Robert Downey Jr.,103,2.0,15000000,4235837,7.6,175962,336,223,1000,0,21000,23932
1710,Idle Hands,1999,Rodman Flender,Vivica A. Fox,92,0.5,20000000,4002955,6.2,33745,198,59,6,0,890,3654
1711,You Will Meet a Tall Dark Stranger,2010,Woody Allen,Anthony Hopkins,98,0.5,22000000,3247816,6.3,36145,108,223,11000,0,12000,19310
1712,Never Let Me Go,2010,Mark Romanek,Andrew Garfield,103,0.5,15000000,2412045,7.2,109873,320,328,132,33000,10000,12867
1714,Crazy in Alabama,1999,Antonio Banderas,Meat Loaf,111,0.5,15000000,1954202,6.3,5917,71,28,0,391,783,4834
1715,Funny Games,2007,Michael Haneke,Naomi Watts,111,0.5,15000000,1294640,6.5,69569,436,250,0,0,6000,6748
1716,Things to Do in Denver When You're Dead,1995,Gary Fleder,Steve Buscemi,115,2.0,7000000,529766,6.8,22345,144,52,39,0,12000,14889
1717,Buffalo Soldiers,2001,Gregor Jordan,Dean Stockwell,98,0.5,15000000,353743,6.9,20730,111,109,34,664,936,3578
1718,The Midnight Meat Train,2008,Ryhei Kitamura,Bradley Cooper,103,0.5,15000000,73548,6.1,47574,209,177,129,0,14000,18639
1723,Romeo + Juliet,1996,Baz Luhrmann,Leonardo DiCaprio,120,2.0,14500000,46338728,6.8,167750,506,106,1000,10000,29000,33791
1734,The Iron Lady,2011,Phyllida Lloyd,Meryl Streep,105,0.5,13000000,29959436,6.4,82327,350,331,58,18000,11000,12894
1735,Jonah: A VeggieTales Movie,2002,Mike Nawrocki,Phil Vischer,82,0.5,14000000,25571351,6.6,3135,78,38,12,184,23,49
1741,A Perfect Getaway,2009,David Twohy,Chris Hemsworth,108,2.0,14000000,15483540,6.5,56338,215,160,123,4000,26000,41359
1743,Dead Man on Campus,1998,Alan Cohn,Alyson Hannigan,96,0.5,14000000,15062898,6.0,11729,106,37,0,645,3000,6861
1747,Bobby,2006,Emilio Estevez,Anthony Hopkins,112,0.5,14000000,11204499,7.0,38142,270,195,0,0,12000,13528
1750,Little Children,2006,Todd Field,Kate Winslet,137,0.5,26000000,5459824,7.6,92781,320,251,143,5000,14000,15337
1752,A Walk on the Moon,1999,Tony Goldwyn,Viggo Mortensen,107,0.5,14000000,4741987,6.6,6782,114,47,956,860,10000,10368
1754,Mr. Turner,2014,Mike Leigh,Lesley Manville,150,0.5,8200000,3958500,6.8,17933,165,262,608,0,149,390
1755,The Lucky Ones,2008,Neil Burger,John Heard,115,0.5,15000000,183088,7.0,11704,36,57,168,702,697,2243
1756,Margaret,2011,Kenneth Lonergan,Matt Damon,186,0.5,14000000,46495,6.5,12053,119,116,50,0,13000,14638
1757,Flipped,2010,Rob Reiner,Madeline Carroll,90,0.5,14000000,1752214,7.7,60460,104,87,0,14000,1000,4377
1758,Brokeback Mountain,2005,Ang Lee,Jake Gyllenhaal,134,0.5,14000000,83025853,7.7,259837,2254,357,0,13000,15000,39789
1759,Clueless,1995,Amy Heckerling,Donald Faison,97,0.5,12000000,56631572,6.8,123390,248,88,143,0,927,1724
1760,Far from Heaven,2002,Todd Haynes,Dennis Quaid,107,2.0,13500000,15854988,7.4,36542,378,181,162,0,2000,2447
1762,Quills,2000,Philip Kaufman,Kate Winslet,124,0.5,13500000,7060876,7.4,44795,314,132,133,0,14000,14726
1763,Seven Psychopaths,2012,Martin McDonagh,Abbie Cornish,110,2.0,15000000,14989761,7.2,185845,284,401,454,52000,2000,4757
1764,Black Swan,2010,Darren Aronofsky,Natalie Portman,108,0.5,13000000,106952327,8.0,551363,1140,669,0,106000,20000,38072
1766,Save the Last Dance,2001,Thomas Carter,Sean Patrick Thomas,112,0.5,13000000,91038276,6.1,47876,320,101,49,0,656,1307
1768,Miracles from Heaven,2016,Patricia Riggen,Jennifer Garner,109,0.5,13000000,61693523,6.8,6276,55,63,36,16000,3000,7833
1771,St. Vincent,2014,Theodore Melfi,Bill Murray,102,2.0,13000000,44134898,7.3,72803,171,275,51,33000,13000,20330
1772,About Last Night,2014,Steve Pink,Joe Lo Truglio,100,2.0,12500000,48637684,6.1,16979,42,90,38,0,833,2800
1773,10 Things I Hate About You,1999,Gil Junger,Joseph Gordon-Levitt,97,2.0,16000000,38176108,7.2,222099,549,133,19,10000,23000,37907
1776,The Shallows,2016,Jaume Collet-Serra,scar Jaenada,86,0.5,17000000,54257433,6.8,12983,139,186,174,0,619,971
1777,The Butterfly Effect,2004,Eric Bress,Logan Lerman,120,0.5,13000000,23947,7.7,357579,1100,185,19,15000,8000,12755
1779,This Christmas,2007,Preston A. Whitmore II,Mekhi Phifer,117,2.0,13000000,49121934,6.1,6528,32,37,17,0,1000,6554
1780,The Big Hit,1998,Kirk Wong,Bokeem Woodbine,91,2.0,13000000,27052167,6.1,24834,168,57,6,934,904,3353
1784,The Mist,2007,Frank Darabont,Toby Jones,126,0.5,18000000,25592632,7.2,220475,1066,330,0,20000,2000,5371
1785,Ex Machina,2015,Alex Garland,Elina Alminas,108,0.5,15000000,25440971,7.7,289508,611,489,232,109000,149,430
1786,Being John Malkovich,1999,Spike Jonze,Willie Garson,112,2.0,13000000,22858926,7.8,254404,840,242,0,0,512,1171
1787,Two Can Play That Game,2001,Mark Brown,Mo'Nique,90,2.0,6000000,22235901,6.1,4339,31,40,7,593,939,2815
1789,Crazy/Beautiful,2001,John Stockwell,Kirsten Dunst,135,2.0,14000000,16929123,6.5,21406,169,84,134,0,4000,6214
1790,The Astronaut Farmer,2006,Michael Polish,J.K. Simmons,104,0.5,13000000,10996440,6.3,19707,128,113,35,862,24000,27806
1792,Dirty Work,1998,Bob Saget,Don Rickles,82,0.5,13000000,9975684,6.4,20033,117,32,799,679,721,1805
1794,Light It Up,1999,Craig Bolotin,Rosario Dawson,99,2.0,13000000,5871603,6.0,3116,39,39,7,251,3000,6485
1797,Birthday Girl,2001,Jez Butterworth,Mark Gatiss,93,0.5,13000000,4919896,6.1,21530,159,111,16,618,567,1775
1799,Resurrecting the Champ,2007,Rod Lurie,Harry Lennix,112,0.5,13000000,3169424,6.8,18442,59,104,37,689,748,2417
1801,Chloe,2009,Atom Egoyan,Liam Neeson,96,2.0,11000000,3074838,6.3,56264,166,226,460,0,14000,14372
1803,The Perks of Being a Wallflower,2012,Stephen Chbosky,Logan Lerman,102,2.0,13000000,17738570,8.0,351274,457,364,139,131000,8000,13631
1805,Infamous,2006,Douglas McGrath,Toby Jones,118,2.0,13000000,1150403,7.1,14143,102,129,41,0,2000,3474
1806,The Claim,2000,Michael Winterbottom,Milla Jovovich,115,2.0,20000000,403932,6.5,5254,92,71,187,141,14000,17104
1808,Attack the Block,2011,Joe Cornish,John Boyega,88,2.0,13000000,1024175,6.6,82331,297,399,115,18000,1000,2011
1809,The Call,2013,Brad Anderson,Michael Imperioli,94,0.5,13000000,51872378,6.7,88241,266,285,122,23000,873,2812
1811,Antwone Fisher,2002,Denzel Washington,Denzel Washington,117,0.5,12500000,21078145,7.3,26493,159,121,18000,0,18000,20456
1812,The Emperor's Club,2002,Michael Hoffman,Gabriel Millman,109,0.5,12500000,14060950,6.9,14354,139,83,97,0,13000,14347
1815,The Killer Inside Me,2010,Michael Winterbottom,Liam Aiken,109,0.5,13000000,214966,6.1,28483,176,225,187,0,818,1813
1817,The Boy in the Striped Pajamas,2008,Mark Herman,Richard Johnson,94,0.5,12500000,9030581,7.8,132386,398,185,39,38000,77,156
1818,Oscar and Lucinda,1997,Gillian Armstrong,Tom Wilkinson,132,2.0,16000000,1508689,6.7,5648,50,28,44,329,1000,2004
1819,The Funeral,1996,Abel Ferrara,Isabella Rossellini,99,2.0,12500000,1227324,6.6,6921,48,48,220,344,812,3337
1820,Solitary Man,2009,Brian Koppelman,Jenna Fischer,90,2.0,15000000,4360548,6.4,13371,60,116,34,0,966,2661
1821,Machete,2010,Ethan Maniquis,Robert De Niro,105,0.5,10500000,26589953,6.7,165792,392,391,20,44000,22000,26233
1822,Casino Jack,2010,George Hickenlooper,Kevin Spacey,108,2.0,15000000,1039869,6.2,14757,51,117,60,0,18000,18739
1824,The Perfect Game,2009,William Dear,Clifton Collins Jr.,118,0.5,12500000,1089445,7.0,2676,33,41,50,0,968,4270
1825,American Pie,1999,Paul Weitz,Alyson Hannigan,95,2.0,11000000,101736215,7.0,315549,789,145,80,0,3000,8134
1827,Think Like a Man,2012,Tim Story,Chris Brown,122,2.0,12000000,91547205,6.6,34579,62,77,167,0,997,5165
1828,Barbershop,2002,Tim Story,Sean Patrick Thomas,102,0.5,12000000,75074950,6.3,22147,156,91,167,770,656,2754
1833,Act of Valor,2012,Mike McCoy,Alex Veadov,110,0.5,12000000,70011073,6.5,57996,349,216,16,15000,93,146
1834,Step Up,2006,Anne Fletcher,Channing Tatum,104,0.5,12000000,65269010,6.5,90938,271,107,98,0,17000,21380
1835,Beavis and Butt-Head Do America,1996,Mike Judge,Bruce Willis,81,0.5,12000000,63071133,6.8,42892,154,63,406,0,13000,17035
1836,Jackie Brown,1997,Quentin Tarantino,Robert De Niro,154,2.0,12000000,39647595,7.5,239540,462,140,16000,0,22000,25522
1837,Harold & Kumar Escape from Guantanamo Bay,2008,Jon Hurwitz,Danneel Ackles,102,2.0,12000000,38087366,6.6,113918,165,153,22,0,1000,4065
1838,Chronicle,2012,Josh Trank,Michael Kelly,89,0.5,12000000,64572496,7.1,204327,471,414,128,32000,963,2054
1842,Project X,2012,Nima Nourizadeh,Dax Flame,93,0.5,12000000,54724272,6.7,157051,261,229,166,29000,971,2043
1845,How High,2001,Jesse Dylan,Hector Elizondo,93,2.0,12000000,31155435,6.2,42644,102,34,58,0,995,6105
1847,Frida,2002,Julie Taymor,Salma Hayek,123,0.5,12000000,25776062,7.4,61651,271,128,278,0,4000,7072
1849,The Fault in Our Stars,2014,Josh Boone,Shailene Woodley,133,0.5,12000000,124868837,7.8,249688,548,326,131,93000,8000,10565
1850,Rounders,1998,John Dahl,Matt Damon,121,2.0,12000000,22905674,7.4,121676,290,128,131,0,13000,14890
1851,Top Five,2014,Chris Rock,Rosario Dawson,102,2.0,12000000,25277561,6.5,21672,93,161,0,0,3000,5592
1852,Stir of Echoes,1999,David Koepp,Illeana Douglas,99,0.5,12000000,21133087,7.0,62468,374,164,192,0,347,1254
1853,Philomena,2013,Stephen Frears,Steve Coogan,98,2.0,12000000,37707719,7.6,76094,233,354,350,37000,1000,2376
1854,The Upside of Anger,2005,Mike Binder,Alicia Witt,118,0.5,9000000,18761993,6.9,19007,219,125,57,549,975,2944
1856,Paper Towns,2015,Jake Schreier,Nat Wolff,109,2.0,12000000,31990064,6.4,63390,160,191,14,0,733,2753
1857,Nebraska,2013,Alexander Payne,Devin Ratray,115,0.5,12000000,17613460,7.8,91082,274,433,729,28000,1000,3798
1858,Tales from the Crypt: Demon Knight,1995,Ernest R. Dickerson,CCH Pounder,92,0.5,13000000,21088568,6.7,16646,104,66,226,0,1000,3931
1860,Young Adult,2011,Jason Reitman,Charlize Theron,94,0.5,12000000,16300302,6.3,64682,203,325,655,0,9000,10575
1861,Crank,2006,Mark Neveldine,Jason Statham,93,0.5,12000000,27829874,7.0,196422,444,170,83,0,26000,28767
1862,Living Out Loud,1998,Richard LaGravenese,Holly Hunter,100,0.5,12000000,12902790,6.6,4052,88,24,98,242,1000,3250
1864,About Time,2013,Richard Curtis,Tom Hughes,123,0.5,12000000,15294553,7.8,202341,391,274,628,105000,565,1595
1865,Arbitrage,2012,Nicholas Jarecki,Nate Parker,107,0.5,12000000,7918283,6.6,41574,145,288,27,0,664,2440
1866,Project Almanac,2015,Dean Israelite,Gary Weeks,106,0.5,12000000,22331028,6.4,57349,177,177,16,0,452,1819
1867,Cadillac Records,2008,Darnell Martin,Cedric the Entertainer,109,2.0,12000000,8134217,7.0,15412,90,81,67,0,436,1141
