,movie_title,title_year,director_name,actor_1_name,duration,facenumber_in_poster,budget,gross,imdb_score,num_voted_users,num_user_for_reviews,num_critic_for_reviews,director_facebook_likes,movie_facebook_likes,actor_1_facebook_likes,cast_total_facebook_likes
217,Broken Arrow,1996,John Woo,Delroy Lindo,108,2,50000000,70450000,6.0,77390,189,72,610,0,848,2913
218,The Kid,2000,Jon Turteltaub,Bruce Willis,104,1,60000000,69688384,6.1,34473,139,86,226,0,13000,16452
219,World Trade Center,2006,Oliver Stone,Nicolas Cage,129,0,63000000,70236496,6.0,67395,564,242,0,0,12000,14421
220,Mona Lisa Smile,2003,Mike Newell,Julia Roberts,117,1,65000000,63695760,6.4,61490,264,141,179,0,8000,12850
221,The Dictator,2012,Larry Charles,Sayed Badreya,99,0,65000000,59617068,6.4,213863,310,313,119,59000,600,1375
222,Eyes Wide Shut,1999,Stanley Kubrick,Tom Cruise,159,1,65000000,55637680,7.3,227071,1500,280,0,10000,10000,11424
223,Annie,2014,Will Gluck,Quvenzhan Wallis,118,6,65000000,85911262,5.2,24735,213,176,87,16000,2000,4796
224,Focus,2015,Glenn Ficarra,Will Smith,105,0,50100000,53846915,6.6,149337,221,279,43,23000,10000,11943
225,This Means War,2012,McG,Tom Hardy,103,3,65000000,54758461,6.3,147641,238,241,368,18000,27000,29808
226,Blade: Trinity,2004,David S. Goyer,Ryan Reynolds,122,0,65000000,52397389,5.9,132954,514,185,687,0,16000,19764
227,Death Race,2008,Paul W.S. Anderson,Jason Statham,111,4,45000000,36064910,6.4,166610,211,230,545,0,26000,28643
228,The Long Kiss Goodnight,1996,Renny Harlin,Melina Kanakaredes,121,2,65000000,33328051,6.7,60508,285,94,212,4000,394,1531
229,Proof of Life,2000,Taylor Hackford,Pamela Reed,135,1,65000000,32598931,6.2,49300,265,134,138,892,324,1013
230,Zathura: A Space Adventure,2005,Jon Favreau,Kristen Stewart,101,0,65000000,28045540,6.1,67707,202,136,4000,0,17000,32232
231,Fight Club,1999,David Fincher,Brad Pitt,151,2,63000000,37023395,8.8,1347461,2968,315,21000,48000,11000,13209
232,We Are Marshall,2006,McG,Matthew McConaughey,131,0,65000000,43532294,7.1,46951,175,96,368,0,11000,12088
233,Hudson Hawk,1991,Michael Lehmann,Bruce Willis,100,0,70000000,17218080,5.7,43376,249,60,36,0,13000,15944
234,"I, Frankenstein",2014,Stuart Beattie,Caitlin Stasey,92,0,65000000,19059018,5.1,65709,194,308,72,15000,623,3165
235,Oliver Twist,2005,Roman Polanski,Ian McNeice,130,0,50000000,1987287,6.9,25474,138,127,2000,0,268,450
236,Elektra,2005,Rob Bowman,Jennifer Garner,100,0,43000000,24407944,4.8,71202,380,196,38,0,3000,7048
237,Sin City: A Dame to Kill For,2014,Frank Miller,Joseph Gordon-Levitt,102,3,65000000,13750556,6.5,111102,239,339,436,32000,23000,49433
238,Random Hearts,1999,Sydney Pollack,Harrison Ford,133,1,64000000,31054924,5.1,17025,290,96,521,295,11000,16710
239,Everest,2015,Baltasar Kormkur,Michael Kelly,121,0,55000000,43247140,7.1,134625,265,361,175,40000,963,2131
240,Wyatt Earp,1994,Lawrence Kasdan,Dennis Quaid,212,0,63000000,25052000,6.6,35314,145,40,759,0,2000,5708
241,Clear and Present Danger,1994,Phillip Noyce,Harrison Ford,141,1,62000000,122012710,6.9,69663,133,42,176,0,11000,14178
242,Littleman,2006,Keenen Ivory Wayans,Chazz Palminteri,98,1,64000000,58255287,4.3,39471,187,78,322,0,979,6334
243,The American President,1995,Rob Reiner,Shawna Waldron,114,0,62000000,65000000,6.8,43027,214,75,0,0,524,2668
244,The Love Guru,2008,Marco Schnabel,Justin Timberlake,87,6,62000000,32178777,3.8,43300,250,150,12,0,3000,6658
245,3000 Miles to Graceland,2001,Demian Lichtenstein,Jon Lovitz,125,2,42000000,15738632,5.9,38076,399,113,11,0,11000,14536
246,Blades of Glory,2007,Josh Gordon,Will Ferrell,93,2,61000000,118153533,6.3,129995,246,191,8,0,8000,13232
247,Hop,2011,Tim Hill,Gary Cole,95,0,63000000,108012170,5.5,24089,82,156,25,0,989,2558
248,The Bourne Identity,2002,Doug Liman,Matt Damon,119,1,60000000,121468960,7.9,407601,849,249,218,0,13000,13249
249,GoldenEye,1995,Martin Campbell,Izabella Scorupco,130,2,58000000,106635996,7.2,199025,416,137,258,0,394,1784
250,The General's Daughter,1999,Simon West,Daniel von Bargen,116,0,95000000,102678089,6.3,42705,274,113,165,885,577,2321
251,The Truman Show,1998,Peter Weir,Natascha McElhone,103,1,60000000,125603360,8.1,667983,877,213,608,18000,2000,3698
252,The Prince of Egypt,1998,Brenda Chapman,Martin Short,99,2,70000000,101217900,7.0,91093,353,120,59,0,770,1195
253,Daddy Day Care,2003,Steve Carr,Anjelica Huston,92,1,60000000,104148781,5.5,49486,116,81,41,886,1000,4050
254,2 Guns,2013,Baltasar Kormkur,Denzel Washington,109,1,61000000,75573300,6.7,156898,172,265,175,22000,18000,20148
255,Cats & Dogs,2001,Lawrence Guterman,Carol Ann Susi,87,0,60000000,93375151,5.2,46031,235,105,6,0,3000,4171
256,The Italian Job,2003,F. Gary Gray,Jason Statham,111,6,60000000,106126012,7.0,285623,497,155,473,0,26000,35084
257,Two Weeks Notice,2002,Marc Lawrence,Dorian Missick,101,2,60000000,93307796,6.1,85673,269,118,30,0,1000,2636
258,Couples Retreat,2009,Peter Billingsley,Jon Favreau,113,6,60000000,109176215,5.5,83506,144,166,0,0,4000,8172
259,Days of Thunder,1990,Tony Scott,Tom Cruise,107,0,60000000,82670733,5.9,60476,97,60,12000,0,10000,14006
260,Cheaper by the Dozen 2,2005,Adam Shankman,Taylor Lautner,94,6,60000000,82569532,5.4,42737,128,77,163,781,12000,20348
261,The Scorch Trials,2015,Wes Ball,Ki Hong Lee,132,0,61000000,81687587,6.4,138246,360,249,47,24000,988,2517
262,Eat Pray Love,2010,Ryan Murphy,James Franco,140,1,60000000,80574010,5.7,63493,302,213,708,26000,11000,20440
263,The Family Man,2000,Brett Ratner,Nicolas Cage,125,1,60000000,75764085,6.7,85844,322,121,420,0,12000,16646
264,RED,2010,Robert Schwentke,Bruce Willis,111,4,58000000,90356857,7.1,238916,328,315,124,32000,13000,24928
265,Any Given Sunday,1999,Oliver Stone,Al Pacino,156,5,55000000,75530832,6.8,97047,452,171,0,0,14000,20761
266,The Horse Whisperer,1998,Robert Redford,Scarlett Johansson,170,0,60000000,75370763,6.5,32353,263,96,0,0,19000,20683
267,Collateral,2004,Michael Mann,Tom Cruise,120,0,65000000,100003492,7.6,293662,836,299,0,0,10000,13581
268,The Scorpion King,2002,Chuck Russell,Dwayne Johnson,100,4,60000000,90341670,5.5,102129,432,167,55,0,12000,14611
269,Ladder 49,2004,Jay Russell,Billy Burke,115,2,55000000,74540762,6.5,48753,323,125,13,0,2000,4496
270,Jack Reacher,2012,Christopher McQuarrie,Tom Cruise,130,2,60000000,80033643,7.0,226570,448,387,188,38000,10000,16385
271,Deep Blue Sea,1999,Renny Harlin,LL Cool J,105,1,60000000,73648142,5.8,99043,643,199,212,0,1000,3697
272,This Is It,2009,Kenny Ortega,Misha Gabriel Hamilton,111,0,60000000,71844424,7.3,33158,223,136,197,0,433,679
273,Contagion,2011,Steven Soderbergh,Matt Damon,106,4,60000000,75638743,6.6,180479,411,436,0,42000,13000,13634
274,Kangaroo Jack,2003,David McNally,Estella Warren,89,0,60000000,66734992,4.4,23476,181,73,18,858,658,1233
275,Coraline,2009,Henry Selick,Jennifer Saunders,100,1,60000000,75280058,7.7,143121,279,310,253,10000,309,647
276,The Happening,2008,M. Night Shyamalan,Zooey Deschanel,91,0,48000000,64505912,5.0,163130,1264,323,0,6000,11000,13654
277,Man on Fire,2004,Tony Scott,Denzel Washington,146,2,70000000,77862546,7.7,266310,690,171,12000,14000,18000,20454
278,The Shaggy Dog,2006,Brian Robbins,Robert Downey Jr.,98,0,50000000,61112916,4.4,14888,83,76,48,747,21000,24664
279,Starsky & Hutch,2004,Todd Phillips,Snoop Dogg,101,5,60000000,88200225,6.1,120795,308,173,480,0,881,3943
280,Jingle All the Way,1996,Brian Levant,Jim Belushi,94,1,60000000,60573641,5.4,68406,162,81,32,0,854,4530
281,Hellboy,2004,Guillermo del Toro,James Babson,132,1,66000000,59035104,6.8,244566,597,242,0,0,366,1112
282,A Civil Action,1998,Steven Zaillian,Robert Duvall,115,1,60000000,56702901,6.5,23302,181,110,234,1000,3000,4713
283,ParaNorman,2012,Chris Butler,Anna Kendrick,92,0,60000000,55994557,7.0,72287,176,328,28,12000,10000,13597
284,The Jackal,1997,Michael Caton-Jones,J.K. Simmons,124,0,60000000,54910560,6.3,88225,227,83,105,0,24000,38227
285,Paycheck,2003,John Woo,Ivana Milicevic,119,0,60000000,53789313,6.3,89816,347,196,610,0,834,3637
286,Up Close & Personal,1996,Jon Avnet,Joe Mantegna,124,2,60000000,51045801,6.1,11370,54,34,50,829,1000,3653
287,The Tale of Despereaux,2008,Sam Fell,Emma Watson,93,0,60000000,50818750,6.1,31209,106,118,18,0,9000,13403
288,The Tuxedo,2002,Kevin Donovan,Romany Malco,98,2,60000000,50189179,5.3,61966,207,81,11,797,966,2018
289,Under Siege 2: Dark Territory,1995,Geoff Murphy,Peter Greene,92,1,60000000,50024083,5.4,35918,126,47,14,1000,789,2318
290,Jack Ryan: Shadow Recruit,2014,Kenneth Branagh,Colm Feore,105,3,60000000,50549107,6.2,99035,289,313,0,17000,539,1411
291,London Has Fallen,2016,Babak Najafi,Gerard Butler,99,3,60000000,62401264,5.9,69484,323,225,24,28000,18000,20276
292,Alien: Resurrection,1997,Jean-Pierre Jeunet,Gary Dourdan,116,0,75000000,47748610,6.3,170179,656,223,0,0,1000,3090
293,Shooter,2007,Antoine Fuqua,Tate Donovan,124,0,61000000,46975183,7.2,256213,338,198,845,0,650,1640
294,The Boxtrolls,2014,Graham Annable,Isaac Hempstead Wright,96,3,60000000,50807639,6.8,40883,122,219,7,11000,874,3151
295,Practical Magic,1998,Griffin Dunne,Goran Visnjic,104,1,48000000,46611204,6.1,55749,257,92,165,0,1000,4294
296,Miss Congeniality 2: Armed and Fabulous,2005,John Pasquin,Eileen Brennan,115,2,45000000,48472213,5.0,51252,156,111,11,621,1000,4305
297,Reign of Fire,2002,Rob Bowman,Christian Bale,101,0,60000000,43060566,6.2,107859,569,138,38,0,23000,53024
298,Year One,2009,Harold Ramis,Olivia Wilde,100,2,60000000,43337279,4.9,76770,203,170,11000,0,10000,12258
299,Invictus,2009,Clint Eastwood,Matt Damon,134,1,60000000,37479778,7.4,124222,259,306,16000,23000,13000,24458
300,Duplicity,2009,Tony Gilroy,Julia Roberts,125,0,60000000,40559930,6.2,41727,184,211,209,0,8000,10623
301,My Favorite Martian,1999,Donald Petrie,Steven Anthony Lawrence,94,2,65000000,36830057,4.9,10883,73,49,80,448,1000,2151
302,The Sentinel,2006,Clark Johnson,Blair Brown,107,0,60000000,36279230,6.1,42144,213,161,69,690,310,1352
303,Star Trek: Nemesis,2002,Stuart Baird,Tom Hardy,116,0,60000000,43119879,6.4,58450,842,172,53,0,27000,31224
304,Intolerable Cruelty,2003,Joel Coen,Cedric the Entertainer,100,1,60000000,35096190,6.3,76560,322,161,0,0,436,1395
305,Edge of Darkness,2010,Martin Campbell,Bojana Novakovic,117,1,80000000,43290977,6.6,75201,256,258,258,0,2000,7053
306,The Relic,1997,Peter Hyams,John Kapelos,110,0,40000000,33927476,5.7,19176,165,95,0,956,510,1976
307,Analyze That,2002,Harold Ramis,Robert De Niro,96,1,60000000,32122249,5.9,69319,138,105,11000,846,22000,22889
308,Righteous Kill,2008,Jon Avnet,Robert De Niro,101,2,60000000,40076438,6.0,73368,248,198,50,0,22000,38809
309,Mercury Rising,1998,Harold Becker,Bruce Willis,111,1,60000000,32940507,6.1,54314,127,79,17,0,13000,16536
310,The Soloist,2009,Joe Wright,Robert Downey Jr.,117,0,60000000,31670931,6.7,44099,143,210,456,0,21000,23745
311,The Legend of Bagger Vance,2000,Robert Redford,Matt Damon,126,3,60000000,30695227,6.7,45296,267,125,0,0,13000,34774
312,Almost Famous,2000,Cameron Crowe,Philip Seymour Hoffman,152,1,60000000,32522352,7.9,207287,822,149,488,15000,22000,36897
313,xXx: State of the Union,2005,Lee Tamahori,Sunny Mabrey,101,2,87000000,26082914,4.3,51349,213,77,93,0,287,993
314,Priest,2011,Scott Stewart,Josh Wingate,87,0,60000000,29136626,5.7,97089,233,225,124,20000,865,1417
315,Sinbad: Legend of the Seven Seas,2003,Patrick Gilmore,Brad Pitt,85,0,60000000,26288320,6.7,36144,91,98,0,880,11000,11301
316,Event Horizon,1997,Paul W.S. Anderson,Sean Pertwee,130,0,60000000,26616590,6.7,120416,857,172,545,10000,722,2525
317,Dragonfly,2002,Tom Shadyac,Joe Morton,104,0,60000000,30063805,6.1,31788,243,117,293,0,780,2109
318,Flyboys,2006,Tony Bill,James Franco,140,1,60000000,13082288,6.6,35565,247,123,23,2000,11000,12634
319,The Last Castle,2001,Rod Lurie,Clifton Collins Jr.,131,3,60000000,18208078,6.9,57100,281,110,37,0,968,3012
320,Supernova,2000,Walter Hill,Robert Forster,91,0,65000000,14218868,4.8,14596,282,100,394,589,889,1262
321,Winter's Tale,2014,Akiva Goldsman,Matt Bomer,118,0,60000000,22451,6.2,41288,126,189,167,17000,20000,22447
322,The Mortal Instruments: City of Bones,2013,Harald Zwart,Aidan Turner,130,3,60000000,31165421,6.0,107028,457,212,91,44000,5000,10247
323,Meet Dave,2008,Brian Robbins,Marc Blucas,90,1,60000000,11802056,4.9,31640,109,127,48,791,973,1865
324,Dark Water,2005,Walter Salles,Dougray Scott,103,2,30000000,25472967,5.6,44966,411,196,179,0,794,1467
325,Edtv,1999,Ron Howard,Matthew McConaughey,122,0,55000000,22362500,6.1,35599,195,115,2000,641,11000,15275
326,The Spirit,2008,Frank Miller,Scarlett Johansson,103,1,60000000,19781879,4.8,53864,290,223,436,2000,19000,20881
327,Beyond Borders,2003,Martin Campbell,Angelina Jolie Pitt,127,2,35000000,4426297,6.5,22570,156,54,258,0,11000,12947
328,Holy Man,1998,Stephen Herek,Kelly Preston,114,1,60000000,12065985,4.9,16260,88,56,65,296,743,2367
329,Goosebumps,2015,Rob Letterman,Odeya Rush,103,4,58000000,80021740,6.4,47968,154,218,11,35000,2000,5497
330,Just Like Heaven,2005,Mark Waters,Jon Heder,95,1,58000000,48291624,6.7,82819,263,142,70,0,970,2876
331,The Flintstones in Viva Rock Vegas,2000,Brian Levant,Taylor Negron,90,0,60000000,35231365,3.6,15517,85,57,32,500,1000,6299
332,Rambo III,1988,Peter MacDonald,Sylvester Stallone,87,1,63000000,53715611,5.7,92106,171,84,10,2000,13000,14574
333,Leatherheads,2008,George Clooney,Robert Baker,114,8,58000000,31199215,6.0,27664,120,186,0,472,142,589
334,Did You Hear About the Morgans?,2009,Marc Lawrence,Michael Kelly,103,2,58000000,29580087,4.7,29523,121,133,30,0,963,3150
335,The Internship,2013,Shawn Levy,Josh Gad,125,2,58000000,44665963,6.3,159931,281,246,189,22000,1000,5081
336,Red Tails,2012,Anthony Hemingway,David Oyelowo,125,0,58000000,49875589,5.9,28807,273,144,143,0,1000,4416
337,The Devil's Advocate,1997,Taylor Hackford,Keanu Reeves,136,2,57000000,60984028,7.5,259519,431,117,138,11000,18000,45271
338,That's My Boy,2012,Sean Anders,Adam Sandler,116,2,70000000,36931089,5.6,70681,198,157,51,12000,11000,16484
339,DragonHeart,1996,Rob Cohen,Dennis Quaid,103,0,57000000,51317350,6.4,78343,139,60,357,0,2000,2710
340,After the Sunset,2004,Brett Ratner,Salma Hayek,97,2,58000000,28328132,6.3,38298,147,117,420,782,4000,9814
341,Ghost Rider: Spirit of Vengeance,2011,Mark Neveldine,Nicolas Cage,96,1,57000000,51774002,4.3,87745,331,287,83,18000,12000,16121
342,Captain Corelli's Mandolin,2001,John Madden,Christian Bale,131,2,57000000,25528495,5.9,28099,220,96,108,0,23000,23325
343,The Pacifier,2005,Adam Shankman,Vin Diesel,95,0,56000000,113006880,5.5,66308,225,125,163,0,14000,16884
344,Walking Tall,2004,Kevin Bray,Dwayne Johnson,86,1,56000000,45860039,6.2,53118,221,117,10,0,12000,14146
345,The Nutty Professor,1996,Tom Shadyac,Jada Pinkett Smith,95,1,54000000,128769345,5.6,86556,99,57,293,960,851,3155
346,George of the Jungle,1997,Sam Weisman,Brendan Fraser,92,0,55000000,105263257,5.4,56168,103,53,39,5000,3000,4518
347,American Wedding,2003,Jesse Dylan,Alyson Hannigan,74,3,55000000,104354205,6.3,162331,332,153,58,0,3000,5713
348,Captain Phillips,2013,Paul Greengrass,Tom Hanks,134,0,55000000,107100855,7.9,323353,527,491,521,65000,15000,16281
349,Date Night,2010,Shawn Levy,Mila Kunis,101,2,55000000,98711404,6.3,127571,207,247,189,0,15000,39822
350,Casper,1995,Brad Silberling,Eric Idle,100,0,50000000,100328194,6.0,85903,92,26,52,0,795,2638
351,The Equalizer,2014,Antoine Fuqua,Denzel Washington,132,0,55000000,101530738,7.2,229574,436,292,845,56000,18000,37605
352,Maid in Manhattan,2002,Wayne Wang,Bob Hoskins,105,2,55000000,93815117,5.1,68417,242,114,61,0,5000,7184
353,Crimson Tide,1995,Tony Scott,Denzel Washington,123,0,53000000,91400000,7.3,81026,194,82,12000,0,18000,30132
354,Flightplan,2005,Robert Schwentke,Erika Christensen,98,1,55000000,89706988,6.2,126746,600,231,124,0,931,2287
355,Disclosure,1994,Barry Levinson,Demi Moore,128,0,55000000,83000000,6.0,36587,95,55,272,0,2000,3888
356,Kill Bill: Vol. 1,2003,Quentin Tarantino,David Carradine,111,0,30000000,70098138,8.1,735784,2105,354,16000,13000,926,3983
357,Bowfinger,1999,Frank Oz,Robert Downey Jr.,85,2,55000000,66365290,6.4,56874,358,140,0,0,21000,22458
358,Kill Bill: Vol. 2,2004,Quentin Tarantino,Vivica A. Fox,137,0,30000000,66207920,8.0,512749,935,304,16000,0,890,1959
359,Tango & Cash,1989,Andrey Konchalovskiy,Sylvester Stallone,97,1,55000000,63408614,6.3,75365,149,45,96,0,13000,14432
360,Death Becomes Her,1992,Robert Zemeckis,Bruce Willis,104,3,55000000,58422650,6.4,78974,173,49,0,8000,13000,25599
361,Shanghai Noon,2000,Tom Dey,Xander Berkeley,110,2,55000000,56932305,6.6,96690,293,146,9,0,485,939
362,Executive Decision,1996,Stuart Baird,Oliver Platt,133,0,55000000,68750000,6.4,40858,144,60,53,0,1000,2916
363,Mr. Popper's Penguins,2011,Mark Waters,Madeline Carroll,94,1,55000000,68218041,6.0,67191,108,189,70,14000,1000,2820
364,The Forbidden Kingdom,2008,Rob Minkoff,Jet Li,104,0,55000000,25040293,6.6,88049,279,206,50,0,5000,7247
365,Free Birds,2013,Jimmy Hayward,Amy Poehler,91,1,55000000,55747724,5.9,18042,73,118,39,0,1000,3104
366,Alien 3,1992,David Fincher,Charles S. Dutton,145,0,50000000,55473600,6.4,207686,776,210,21000,0,534,1543
367,Evita,1996,Alan Parker,Andrea Corr,135,1,55000000,49994804,6.3,29205,194,76,317,0,57,164
368,Ronin,1998,John Frankenheimer,Robert De Niro,122,2,55000000,41609593,7.3,145422,572,149,287,0,22000,24270
369,The Ghost and the Darkness,1996,Stephen Hopkins,Tom Wilkinson,110,0,55000000,38553833,6.8,46239,155,62,81,0,1000,1752
370,Paddington,2014,Paul King,Julie Walters,95,0,55000000,76137505,7.2,49207,174,224,17,30000,838,3697
371,The Watch,2012,Akiva Schaffer,Will Forte,102,4,68000000,34350553,5.7,104066,207,265,82,15000,622,2488
372,The Hunted,2003,William Friedkin,Connie Nielsen,94,1,55000000,34238611,6.0,35830,321,135,607,0,933,2248
373,Instinct,1999,Jon Turteltaub,Anthony Hopkins,126,1,55000000,34098563,6.5,27191,232,100,226,0,12000,13406
374,Stuck on You,2003,Bobby Farrelly,Matt Damon,118,2,55000000,33828318,5.8,44453,154,123,101,0,13000,14036
375,Semi-Pro,2008,Kent Alterman,Will Ferrell,99,3,55000000,33472850,5.8,67005,119,164,3,0,8000,10026
376,The Pirates! Band of Misfits,2012,Peter Lord,Salma Hayek,88,0,55000000,31051126,6.7,36877,101,238,91,0,4000,6254
377,Changeling,2008,Clint Eastwood,Angelina Jolie Pitt,141,0,55000000,35707327,7.8,199056,387,264,16000,14000,11000,12840
378,Chain Reaction,1996,Andrew Davis,Keanu Reeves,107,1,50000000,20550712,5.6,40346,95,47,99,1000,18000,31014
379,The Fan,1996,Tony Scott,Robert De Niro,116,3,55000000,18573791,5.8,38533,89,50,12000,0,22000,24618
380,The Phantom of the Opera,2004,Joel Schumacher,Gerard Butler,143,0,70000000,51225796,7.4,96654,2047,153,541,0,18000,20660
381,Elizabeth: The Golden Age,2007,Shekhar Kapur,Eddie Redmayne,114,1,55000000,16264475,6.9,54787,216,202,159,0,13000,16899
382,on Flux,2005,Karyn Kusama,Charlize Theron,93,0,62000000,25857987,5.5,110614,532,178,45,0,9000,10185
383,Gods and Generals,2003,Ron Maxwell,Billy Campbell,280,0,56000000,12870569,6.3,13215,497,84,33,953,789,1671
384,Turbulence,1997,Robert Butler,Hector Elizondo,100,0,71000000,11466088,4.7,8983,84,44,0,316,995,3952
385,Imagine That,2009,Karey Kirkpatrick,Stephen Root,107,2,55000000,16088610,5.6,10417,39,93,11,610,939,3742
386,Muppets Most Wanted,2014,James Bobin,Ty Burrell,119,4,50000000,51178893,6.4,24285,110,277,33,10000,3000,6089
387,Thunderbirds,2004,Jonathan Frakes,Sophia Myles,95,0,57000000,6768055,4.2,11148,229,76,906,437,956,2260
388,Burlesque,2010,Steve Antin,Eric Dane,119,1,55000000,39440655,6.4,61680,222,197,59,19000,2000,4315
389,Blade II,2002,Guillermo del Toro,Norman Reedus,117,1,54000000,81645152,6.7,158267,559,224,0,0,12000,15371
390,Seven Pounds,2008,Gabriele Muccino,Will Smith,123,1,55000000,69951824,7.7,232710,599,202,125,26000,10000,14727
391,Bullet to the Head,2012,Walter Hill,Sylvester Stallone,92,3,55000000,9483821,5.7,39247,131,279,394,10000,13000,25418
392,The Godfather: Part III,1990,Francis Ford Coppola,Al Pacino,170,1,54000000,66676062,7.6,267980,545,110,0,0,14000,16949
393,Elizabethtown,2005,Cameron Crowe,Orlando Bloom,123,0,57000000,26838389,6.4,58658,495,190,488,0,5000,12700
394,"You, Me and Dupree",2006,Anthony Russo,Todd Stashwick,110,1,54000000,75604320,5.6,68417,195,136,94,0,277,847
395,Superman II,1980,Richard Lester,Margot Kidder,116,4,54000000,108200000,6.8,76331,269,121,44,0,593,2908
396,Anastasia,1997,Don Bluth,Kirsten Dunst,94,1,50000000,58297830,7.1,86347,191,78,383,0,4000,6017
397,Moulin Rouge!,2001,Baz Luhrmann,Jim Broadbent,127,1,52500000,57386369,7.6,224013,2319,209,1000,10000,1000,2601
398,Domestic Disturbance,2001,Harold Becker,Steve Buscemi,89,1,53000000,45207112,5.5,21283,190,98,17,361,12000,13390
399,Flags of Our Fathers,2006,Clint Eastwood,Paul Walker,135,0,90000000,33574332,7.1,101221,415,279,16000,0,23000,24468
400,Law Abiding Citizen,2009,F. Gary Gray,Gerard Butler,118,0,50000000,73343413,7.4,217480,429,216,473,21000,18000,22517
