movie_title,title_year,genres,plot_keywords,movie_imdb_link,director_name,actor_1_name,actor_2_name,actor_3_name,color,duration,language,country,facenumber_in_poster,aspect_ratio,content_rating,budget,gross,imdb_score,num_voted_users,num_user_for_reviews,num_critic_for_reviews,director_facebook_likes,movie_facebook_likes,actor_1_facebook_likes,actor_2_facebook_likes,actor_3_facebook_likes,cast_total_facebook_likes
The Book of Eli,2010,Action|Adventure|Drama|Thriller,blind|book|long take|post apocalypse|water,http://www.imdb.com/title/tt1037705/?ref_=fn_tt_tt_1,Albert Hughes,Denzel Washington,Mila Kunis,Gary Oldman,Color,118,English,USA,0,2.35,R,80000000,94822707,6.9,227072,560,325,117,20000,18000,15000,10000,44797
The Haunting,1999,Fantasy|Horror|Mystery|Thriller,greenhouse|haunted house|horror movie remake|mansion|old house,http://www.imdb.com/title/tt0171363/?ref_=fn_tt_tt_1,Jan de Bont,Liam Neeson,Lili Taylor,Virginia Madsen,Color,113,English,USA,0,2.35,PG-13,80000000,91188905,4.9,58184,805,167,101,0,14000,960,913,17786
Space Jam,1996,Adventure|Animation|Comedy|Family|Fantasy|Sci-Fi|Sport,alien|basketball|basketball game|cult film|monstars,http://www.imdb.com/title/tt0117705/?ref_=fn_tt_tt_1,Joe Pytka,Bill Murray,Wayne Knight,Michael Jordan,Color,88,English,USA,1,1.77,PG,80000000,90443603,6.3,112167,123,46,30,0,13000,967,366,15001
The Pink Panther,2006,Adventure|Comedy|Crime|Family|Mystery,diamond|france|investigation|pink panther|soccer,http://www.imdb.com/title/tt0383216/?ref_=fn_tt_tt_1,Shawn Levy,Roger Rees,Henry Czerny,William Abadie,Color,93,English,USA,0,1.85,PG,65000000,82226474,5.6,65499,424,147,189,0,1000,177,38,1267
The Day the Earth Stood Still,2008,Drama|Sci-Fi|Thriller,alien|earth|giant robot|military|scientist,http://www.imdb.com/title/tt0970416/?ref_=fn_tt_tt_1,Scott Derrickson,Keanu Reeves,Jon Hamm,Juan Riedinger,Color,104,English,USA,0,2.35,PG-13,80000000,79363785,5.5,139423,698,276,301,0,18000,4000,71,22194
Conspiracy Theory,1997,Action|Crime|Mystery|Romance|Thriller,conspiracy|fbi|mk ultra|newsletter|taxi,http://www.imdb.com/title/tt0118883/?ref_=fn_tt_tt_1,Richard Donner,Julia Roberts,Alex McArthur,Michael Potts,Color,135,English,USA,1,2.35,R,75000000,76081498,6.7,76099,162,80,503,0,8000,137,67,8355
Fury,2014,Action|Drama|War,battle|battlefield|brutality|combat|tank,http://www.imdb.com/title/tt2713180/?ref_=fn_tt_tt_1,David Ayer,Brad Pitt,Logan Lerman,Jim Parrack,Color,134,English,USA,4,2.35,R,68000000,85707116,7.6,303185,701,406,452,82000,11000,8000,697,20411
Six Days Seven Nights,1998,Action|Adventure|Comedy|Romance,airplane|island|pilot|storm|thunderstorm,http://www.imdb.com/title/tt0120828/?ref_=fn_tt_tt_1,Ivan Reitman,Harrison Ford,Anne Heche,Amy Sedaris,Color,98,English,USA,2,2.35,PG-13,70000000,74329966,5.7,60910,164,97,425,0,11000,643,397,12729
Yogi Bear,2010,Adventure|Animation|Comedy|Family,bear|mayor|park|sabotage|yogi bear,http://www.imdb.com/title/tt1302067/?ref_=fn_tt_tt_1,Eric Brevig,Justin Timberlake,Tom Cavanagh,Josh Robert Thompson,Color,80,English,USA,0,1.85,PG,80000000,100169068,4.6,16385,100,143,40,0,3000,642,375,4394
Spirit: Stallion of the Cimarron,2002,Adventure|Animation|Family|Western,cavalry|escape|herd|stallion|wild stallion,http://www.imdb.com/title/tt0166813/?ref_=fn_tt_tt_1,Kelly Asbury,Matt Damon,Charles Napier,Zahn McClarnon,Color,83,English,USA,0,2.35,G,80000000,73215310,7,44143,216,106,21,4000,13000,503,495,14261
Zookeeper,2011,Comedy|Family|Romance,champagne bottle|coca cola|jewelry box|red bull|zoo,http://www.imdb.com/title/tt1222817/?ref_=fn_tt_tt_1,Frank Coraci,Rosario Dawson,Leslie Bibb,Nicholas Turturro,Color,102,English,USA,1,2.35,PG,80000000,80360866,5.2,44662,127,178,153,0,3000,1000,269,5392
Lost in Space,1998,Action|Adventure|Family|Sci-Fi|Thriller,based on tv series|remake|robot|scientist|spaceship,http://www.imdb.com/title/tt0120738/?ref_=fn_tt_tt_1,Stephen Hopkins,Gary Oldman,William Hurt,June Lockhart,Color,130,English,USA,0,2.35,PG-13,80000000,69102910,5.1,58402,370,102,81,0,10000,882,427,12186
The Manchurian Candidate,2004,Drama|Mystery|Sci-Fi|Thriller,brainwashed assassin|conspiracy|critically acclaimed|mother son relationship|soldier,http://www.imdb.com/title/tt0368008/?ref_=fn_tt_tt_1,Jonathan Demme,Denzel Washington,Dorian Missick,Jose Pablo Cantillo,Color,129,English,USA,1,1.85,R,80000000,65948711,6.6,86422,363,209,438,0,18000,1000,502,20056
Fantasia 2000,1999,Animation|Family|Fantasy|Music,abstract|ark|disney|fairy tale|piano,http://www.imdb.com/title/tt0120910/?ref_=fn_tt_tt_1,James Algar,Quincy Jones,Penn Jillette,Russi Taylor,Color,74,English,USA,0,1.78,G,80000000,60507228,7.3,27543,186,129,11,607,340,243,62,814
The Time Machine,2002,Action|Adventure|Sci-Fi,hunter|scientist|time machine|time travel|time travel romance,http://www.imdb.com/title/tt0268695/?ref_=fn_tt_tt_1,Simon Wells,Mark Addy,Alan Young,Josh Stamberg,Color,96,English,USA,0,2.35,PG-13,80000000,56684819,5.9,103787,615,124,25,3000,891,639,102,1919
Mighty Joe Young,1998,Action|Adventure|Family|Fantasy|Thriller,animal|california|gorilla|hunter|poacher,http://www.imdb.com/title/tt0120751/?ref_=fn_tt_tt_1,Ron Underwood,Charlize Theron,Mika Boorem,David Paymer,Color,114,English,USA,0,1.85,PG,90000000,50628009,5.6,22955,88,35,31,0,9000,496,372,10731
Swordfish,2001,Action|Crime|Thriller,computer|secret agent|terrorism|told in flashback|wearing a sound wire,http://www.imdb.com/title/tt0244244/?ref_=fn_tt_tt_1,Dominic Sena,Hugh Jackman,Don Cheadle,Sam Shepard,Color,99,English,USA,4,2.35,R,80000000,69772969,6.5,155532,543,166,57,0,20000,3000,820,25942
Little Nicky,2000,Comedy|Fantasy,angel|devil|flask|hell|the devil,http://www.imdb.com/title/tt0185431/?ref_=fn_tt_tt_1,Steven Brill,Adam Sandler,Jon Lovitz,Michael McKean,Color,90,English,USA,0,1.85,PG-13,80000000,39442871,5.3,80639,237,87,65,0,11000,11000,658,25190
The Brothers Grimm,2005,Action|Adventure|Comedy|Fantasy|Thriller,creature|curse|exorcism|girl|village,http://www.imdb.com/title/tt0355295/?ref_=fn_tt_tt_1,Terry Gilliam,Matt Damon,Heath Ledger,Mackenzie Crook,Color,118,English,USA,2,1.85,PG-13,88000000,37899638,5.9,98472,492,233,0,0,13000,13000,871,27114
Mars Attacks!,1996,Action|Comedy|Sci-Fi,alien|general|martian|president|weapon,http://www.imdb.com/title/tt0116996/?ref_=fn_tt_tt_1,Tim Burton,Natalie Portman,Martin Short,Lukas Haas,Color,106,English,USA,3,2.35,PG-13,70000000,37754208,6.3,172217,405,132,13000,0,20000,770,733,22590
Surrogates,2009,Action|Sci-Fi|Thriller,android|fbi agent|future|murder|robot,http://www.imdb.com/title/tt0986263/?ref_=fn_tt_tt_1,Jonathan Mostow,Bruce Willis,Devin Ratray,Boris Kodjoe,Color,89,English,USA,5,2.35,PG-13,80000000,38542418,6.3,151424,252,258,84,0,13000,1000,1000,18132
Thirteen Days,2000,Drama|History|Thriller,blockade|crisis|cuba|missile|president,http://www.imdb.com/title/tt0146309/?ref_=fn_tt_tt_1,Roger Donaldson,Bruce Greenwood,Jon Foster,Bruce Thomas,Color,145,English,USA,1,1.85,PG-13,80000000,34566746,7.3,45231,315,162,79,0,981,274,183,1825
Daylight,1996,Action|Adventure|Drama|Thriller,collapsing tunnel|explosion|new jersey|tunnel|weimaraner,http://www.imdb.com/title/tt0116040/?ref_=fn_tt_tt_1,Rob Cohen,Sylvester Stallone,Viggo Mortensen,Amy Brenneman,Color,114,English,USA,0,1.85,PG-13,80000000,32885565,5.8,53132,101,61,357,0,13000,10000,366,25126
Walking with Dinosaurs 3D,2013,Adventure|Animation|Family,brother|dinosaur|head butt|hero|orphan,http://www.imdb.com/title/tt1762399/?ref_=fn_tt_tt_1,Barry Cook,Charlie Rowe,Tiya Sircar,Madison Rothschild,Color,87,English,USA,0,2.35,PG,80000000,36073232,5.2,8913,66,113,43,0,882,396,210,1971
Nine,2009,Drama|Musical|Romance,based on stage musical based on film|child abuse|film director|italian|mistress,http://www.imdb.com/title/tt0875034/?ref_=fn_tt_tt_1,Rob Marshall,Fergie,Elio Germano,Andrea Di Stefano, Black and White,118,English,USA,4,2.35,PG-13,80000000,19673424,5.8,37446,232,205,252,0,529,48,30,619
Timeline,2003,Action|Adventure|Sci-Fi,castle|france|professor|student|time machine,http://www.imdb.com/title/tt0300556/?ref_=fn_tt_tt_1,Richard Donner,Paul Walker,Gerard Butler,Ethan Embry,Color,116,English,USA,0,2.35,PG-13,80000000,19480739,5.6,53057,457,123,503,0,23000,18000,982,43887
The Postman,1997,Action|Adventure|Drama|Sci-Fi,drifter|escape|hope|postman|usa,http://www.imdb.com/title/tt0119925/?ref_=fn_tt_tt_1,Kevin Costner,Olivia Williams,Brian Anthony Wilson,Larenz Tate,Color,177,English,USA,1,2.35,R,80000000,17593391,6,56403,376,79,0,0,766,674,582,4346
Babe: Pig in the City,1998,Adventure|Comedy|Drama|Family|Fantasy,animal|farm|farmer|hotel|pig,http://www.imdb.com/title/tt0120595/?ref_=fn_tt_tt_1,George Miller,Adam Goldberg,Elizabeth Daily,Glenne Headly,Color,97,English,Australia,0,1.85,G,80000000,18318000,5.8,24868,216,61,750,964,1000,971,231,2521
The Last Witch Hunter,2015,Action|Adventure|Fantasy,box office flop|burned to death|magic|witch|witch hunter,http://www.imdb.com/title/tt1618442/?ref_=fn_tt_tt_1,Breck Eisner,Vin Diesel,Joseph Gilgun,Lotte Verbeek,Color,106,English,USA,0,2.35,PG-13,90000000,27356090,6,58752,117,202,42,21000,14000,788,612,16922
Red Planet,2000,Action|Sci-Fi|Thriller,astronaut|mars|robot|robot as menace|survival,http://www.imdb.com/title/tt0199753/?ref_=fn_tt_tt_1,Antony Hoffman,Bob Neill,Val Kilmer,Tom Sizemore,Color,106,English,USA,1,2.35,PG-13,70000000,17473245,5.7,47612,348,145,14,995,2,0,0,2
A Sound of Thunder,2005,Action|Adventure|Horror|Sci-Fi|Thriller,butterfly|hunter|time|time travel|wave,http://www.imdb.com/title/tt0318081/?ref_=fn_tt_tt_1,Peter Hyams,David Oyelowo,Catherine McCormack,Jemima Rooper,Color,102,English,UK,0,2.35,PG-13,52000000,1891821,4.2,16474,301,113,0,785,1000,307,212,1890
Pompeii,2014,Action|Adventure|Drama|History|Romance,arena|lava bomb|mount vesuvius|pompeii|slave,http://www.imdb.com/title/tt1921064/?ref_=fn_tt_tt_1,Paul W.S. Anderson,Sasha Roiz,Currie Graham,Dylan Schombing,Color,105,English,Canada,0,2.35,PG-13,80000000,23219748,5.6,84508,308,272,545,20000,795,172,74,1099
Journey 2: The Mysterious Island,2012,Action|Adventure|Comedy|Family|Fantasy|Sci-Fi,gold|hurricane|island|mountain|mysterious island,http://www.imdb.com/title/tt1397514/?ref_=fn_tt_tt_1,Brad Peyton,Josh Hutcherson,Dwayne Johnson,Kristin Davis,Color,94,English,USA,3,1.85,PG,79000000,103812241,5.8,67296,133,178,62,0,14000,12000,722,27842
Cloudy with a Chance of Meatballs 2,2013,Animation|Comedy|Family|Fantasy|Sci-Fi,food|inventor|island|orangutan|scientist,http://www.imdb.com/title/tt1985966/?ref_=fn_tt_tt_1,Cody Cameron,Will Forte,Khamani Griffin,Melissa Sturm,Color,95,English,USA,0,2.35,PG,78000000,119793567,6.5,64387,85,169,18,15000,622,161,18,848
Jack and Jill,2011,Comedy,advertising|advertising executive|commercial|protective male|twins,http://www.imdb.com/title/tt0810913/?ref_=fn_tt_tt_1,Dennis Dugan,Al Pacino,Adam Sandler,Tim Meadows,Color,91,English,USA,2,1.85,PG,79000000,74158157,3.4,60370,264,156,221,0,14000,11000,553,27405
2 Fast 2 Furious,2003,Action|Crime|Thriller,bust|racing|shotgun|street racing|undercover agent,http://www.imdb.com/title/tt0322259/?ref_=fn_tt_tt_1,John Singleton,Paul Walker,Cole Hauser,Mo Gallini,Color,107,English,USA,5,2.35,PG-13,76000000,127083765,5.9,191912,370,150,309,0,23000,787,771,25296
The Invasion,2007,Sci-Fi|Thriller,alien|epidemic|psychiatrist|space shuttle|virus,http://www.imdb.com/title/tt0427392/?ref_=fn_tt_tt_1,Oliver Hirschbiegel,Roger Rees,Veronica Cartwright,Jeremy Northam,Color,99,English,USA,2,1.85,PG-13,80000000,15071514,5.9,65037,273,232,101,0,1000,422,327,2323
The Adventures of Rocky & Bullwinkle,2000,Adventure|Animation|Comedy|Family|Fantasy,deforestation|fbi|lighthouse|moose|squirrel,http://www.imdb.com/title/tt0131704/?ref_=fn_tt_tt_1,Des McAnuff,Robert De Niro,Janeane Garofalo,Jonathan Winters,Color,92,English,USA,0,1.85,PG,76000000,26000610,4.1,16611,197,49,5,413,22000,1000,924,28050
The League of Extraordinary Gentlemen,2003,Action|Adventure|Fantasy|Sci-Fi,box office flop|captain nemo|dorian gray|invisible man|steampunk,http://www.imdb.com/title/tt0311429/?ref_=fn_tt_tt_1,Stephen Norrington,Jason Flemyng,Max Ryan,Tony Curran, Black and White,110,English,USA,3,2.35,PG-13,78000000,66462600,5.8,141533,786,202,45,0,1000,872,845,4714
Children of Men,2006,Drama|Sci-Fi|Thriller,chaos|england|long take|survival|violence,http://www.imdb.com/title/tt0206634/?ref_=fn_tt_tt_1,Alfonso Cuarn,Charlie Hunnam,Danny Huston,Rita Davies,Color,109,English,USA,0,1.85,R,76000000,35286428,7.9,361767,1206,372,0,17000,16000,430,18,16479
50 First Dates,2004,Comedy|Romance,dream|hawaii|hawaiian shirt|short term memory loss|veterinarian,http://www.imdb.com/title/tt0343660/?ref_=fn_tt_tt_1,Peter Segal,Adam Sandler,Peter Dante,Allen Covert,Color,99,English,USA,2,2.35,PG-13,75000000,120776832,6.8,266103,456,147,88,11000,11000,427,328,12952
Hairspray,2007,Comedy|Drama|Family|Music|Musical|Romance,audition|best friend|dance|friend|tv dance show,http://www.imdb.com/title/tt0427327/?ref_=fn_tt_tt_1,Adam Shankman,Jerry Stiller,Elijah Kelley,Paul Dooley,Color,117,English,USA,9,2.35,PG,75000000,118823091,6.7,98693,401,219,163,0,719,339,260,1673
Exorcist: The Beginning,2004,Horror|Mystery|Thriller,archeologist|church|excavation|faith|relic,http://www.imdb.com/title/tt0204313/?ref_=fn_tt_tt_1,Renny Harlin,James D'Arcy,Alan Ford,Izabella Scorupco,Color,125,English,USA,0,2,R,50000000,41814863,5.1,28635,308,167,212,893,613,422,394,1970
Inspector Gadget,1999,Action|Adventure|Comedy|Family|Sci-Fi,actor playing multiple roles|claw|gadget|inspector|police,http://www.imdb.com/title/tt0141369/?ref_=fn_tt_tt_1,David Kellogg,Matthew Broderick,Rene Auberjonois,Rupert Everett,Color,110,English,USA,0,1.85,PG,75000000,97360069,4.1,36491,231,70,16,509,2000,710,692,5320
Now You See Me,2013,Crime|Mystery|Thriller,bank|fbi|heist|interpol|magician,http://www.imdb.com/title/tt1670345/?ref_=fn_tt_tt_1,Louis Leterrier,Morgan Freeman,Common,Michael Kelly,Color,125,English,USA,6,2.35,PG-13,75000000,117698894,7.3,447979,629,384,255,105000,11000,988,963,13312
The Terminal,2004,Comedy|Drama,airport|construction site|fish out of water|flight attendant|man without a country,http://www.imdb.com/title/tt0362227/?ref_=fn_tt_tt_1,Steven Spielberg,Tom Hanks,Chi McBride,Barry Shabaka Henley,Color,128,English,USA,0,1.85,PG-13,60000000,77032279,7.3,303864,596,151,14000,16000,15000,466,232,16199
Hotel for Dogs,2009,Comedy|Family,abandoned hotel|dog|foster home|overalls|playing with a dog,http://www.imdb.com/title/tt0785006/?ref_=fn_tt_tt_1,Thor Freudenthal,Don Cheadle,Kevin Dillon,Yvette Nicole Brown,Color,100,English,USA,4,1.85,PG,35000000,73023275,5.4,16271,57,107,87,1000,3000,576,446,5174
Vertical Limit,2000,Action|Adventure|Drama|Thriller,death|die hard scenario|k2|rescue|urination,http://www.imdb.com/title/tt0190865/?ref_=fn_tt_tt_1,Martin Campbell,Nicholas Lea,Scott Glenn,Ben Mendelsohn,Color,124,English,USA,0,1.85,PG-13,75000000,68473360,5.9,49536,379,134,258,0,867,826,748,3424
Charlie Wilson's War,2007,Biography|Comedy|Drama|History,afghanistan|arms dealer|based on true story|cia|texas,http://www.imdb.com/title/tt0472062/?ref_=fn_tt_tt_1,Mike Nichols,Philip Seymour Hoffman,Tom Hanks,Jud Tylor,Color,102,English,USA,1,1.85,R,75000000,66636385,7.1,88451,289,269,0,0,22000,15000,15000,60646
Dreamgirls,2006,Drama|Music|Musical,1960s|fire|pop chart|singer|trio,http://www.imdb.com/title/tt0443489/?ref_=fn_tt_tt_1,Bill Condon,Loretta Devine,Jennifer Hudson,Anika Noni Rose,Color,130,English,USA,0,2.35,PG-13,70000000,103338338,6.5,55901,503,241,386,0,912,549,525,2856
Be Cool,2005,Comedy|Crime|Music,concert|mobster|russian|sequel|widow,http://www.imdb.com/title/tt0377471/?ref_=fn_tt_tt_1,F. Gary Gray,Dwayne Johnson,Christina Milian,Debi Mazar,Color,118,English,USA,4,2.4,PG-13,53000000,55808744,5.7,59435,323,161,473,0,12000,1000,680,15889
Tears of the Sun,2003,Action|Drama|Thriller|War,dictator|doctor|jungle|rebel|refugee,http://www.imdb.com/title/tt0314353/?ref_=fn_tt_tt_1,Antoine Fuqua,Bruce Willis,Tom Skerritt,Cole Hauser,Color,142,English,USA,1,2.35,R,70000000,43426961,6.6,93494,394,89,845,0,13000,1000,787,16580
Killers,2010,Action|Comedy|Romance|Thriller,hired killer|marriage|neighbor|on the run|store clerk,http://www.imdb.com/title/tt1103153/?ref_=fn_tt_tt_1,Robert Luketic,Tom Selleck,Lisa Ann Walter,Catherine O'Hara,Color,100,English,USA,2,2.35,PG-13,75000000,47000485,5.4,72867,120,140,126,0,19000,1000,925,25206
The Man from U.N.C.L.E.,2015,Action|Adventure|Comedy,box office flop|cia agent|criminal organization|kgb agent|nuclear bomb,http://www.imdb.com/title/tt1638355/?ref_=fn_tt_tt_1,Guy Ritchie,Henry Cavill,Elizabeth Debicki,Christian Berkel,Color,116,English,USA,2,2.35,PG-13,75000000,45434443,7.3,175960,360,362,0,43000,15000,509,104,15735
Spanglish,2004,Comedy|Drama|Romance,chef|college|housekeeper|letter|mexico,http://www.imdb.com/title/tt0371246/?ref_=fn_tt_tt_1,James L. Brooks,Adam Sandler,Paz Vega,Sarah Steele,Color,131,English,USA,2,1.85,PG-13,80000000,42044321,6.5,65668,342,124,274,0,11000,964,138,12522
Monster House,2006,Animation|Comedy|Family|Fantasy|Mystery,babysitter|halloween|house|neighbor|suburb,http://www.imdb.com/title/tt0385880/?ref_=fn_tt_tt_1,Gil Kenan,Steve Buscemi,Jon Heder,Catherine O'Hara,Color,91,English,USA,0,2.35,PG,75000000,73661010,6.6,71137,229,190,27,0,12000,970,925,17299
Bandits,2001,Comedy|Crime|Drama|Romance,bank manager|hypochondriac|love triangle|prison|television,http://www.imdb.com/title/tt0219965/?ref_=fn_tt_tt_1,Barry Levinson,Bruce Willis,Bran F. O'Byrne,Azura Skye,Color,123,English,USA,2,2.35,PG-13,80000000,41523271,6.6,57038,261,132,272,0,13000,450,193,13934
First Knight,1995,Action|Adventure|Romance|Thriller,battle|king|king arthur|knight|marriage,http://www.imdb.com/title/tt0113071/?ref_=fn_tt_tt_1,Jerry Zucker,Julia Ormond,Ben Cross,John Gielgud,Color,134,English,USA,3,1.85,PG-13,55000000,37600435,5.9,55350,180,53,109,0,919,303,249,1695
Anna and the King,1999,Drama|History|Romance,1860s|children|king|schoolteacher|siam,http://www.imdb.com/title/tt0166485/?ref_=fn_tt_tt_1,Andy Tennant,Bai Ling,Geoffrey Palmer,Randall Duk Kim,Color,148,English,USA,2,2.35,PG-13,75000000,39251128,6.7,31080,217,91,72,0,582,103,99,804
Immortals,2011,Action|Drama|Fantasy|Romance,burned alive|castration|olympus|torture|torture device,http://www.imdb.com/title/tt1253864/?ref_=fn_tt_tt_1,Tarsem Singh,Henry Cavill,Daniel Sharman,Steve Byers,Color,110,English,USA,1,1.85,R,75000000,83503161,6.1,138190,405,284,763,30000,15000,1000,222,16691
Titan A.E.,2000,Action|Adventure|Animation|Family|Sci-Fi,alien|captain|escape|pilot|scientist,http://www.imdb.com/title/tt0120913/?ref_=fn_tt_tt_1,Don Bluth,Matt Damon,Janeane Garofalo,Nathan Lane,Color,94,English,USA,0,2.35,PG,75000000,22751979,6.6,52244,377,131,383,0,13000,1000,886,15857
Hollywood Homicide,2003,Action|Comedy|Crime|Thriller,audition|kissing while having sex|machismo|murder|sex,http://www.imdb.com/title/tt0329717/?ref_=fn_tt_tt_1,Ron Shelton,Harrison Ford,Bruce Greenwood,Lena Olin,Color,116,English,USA,2,2.35,PG-13,75000000,30013346,5.3,31293,254,132,41,648,11000,982,541,14028
Soldier,1998,Action|Drama|Sci-Fi,crash survivor|planet|sergeant|soldier|survivor,http://www.imdb.com/title/tt0120157/?ref_=fn_tt_tt_1,Paul W.S. Anderson,Connie Nielsen,Sean Pertwee,Jason Scott Lee,Color,99,English,UK,1,2.35,R,75000000,14567883,6,44248,373,67,545,0,933,722,533,2542
Monkeybone,2001,Animation|Comedy|Fantasy,carnival|coma|death|monkey|nightmare,http://www.imdb.com/title/tt0166276/?ref_=fn_tt_tt_1,Henry Selick,Brendan Fraser,Bridget Fonda,Megan Mullally,Color,93,English,USA,0,1.85,PG-13,75000000,5409517,4.7,14280,171,74,253,683,3000,889,637,5580
Flight of the Phoenix,2004,Action|Adventure|Drama|Thriller,captain|desert|rescue|stranded|survivor,http://www.imdb.com/title/tt0377062/?ref_=fn_tt_tt_1,John Moore,Dennis Quaid,Tony Curran,Miranda Otto,Color,113,English,USA,4,2.35,PG-13,45000000,21009180,6.1,45815,222,114,212,1000,2000,845,568,4397
Unbreakable,2000,Drama|Mystery|Sci-Fi|Thriller,child with gun|comic book|invulnerability|superhero|train crash,http://www.imdb.com/title/tt0217869/?ref_=fn_tt_tt_1,M. Night Shyamalan,Robin Wright,Bruce Willis,Michael Kelly,Color,106,English,USA,0,2.35,PG-13,75000000,94999143,7.2,245152,1344,294,0,0,18000,13000,963,33645
Sucker Punch,2011,Action|Fantasy,alternate reality|escape|girl gang|prostitution|samurai,http://www.imdb.com/title/tt0978764/?ref_=fn_tt_tt_1,Zack Snyder,Jon Hamm,Abbie Cornish,Scott Glenn,Color,128,English,USA,4,2.35,PG-13,82000000,36381716,6.1,197584,918,435,0,42000,4000,2000,826,7067
Snake Eyes,1998,Crime|Mystery|Thriller,assassination|boxing|casino|conspiracy|long take,http://www.imdb.com/title/tt0120832/?ref_=fn_tt_tt_1,Brian De Palma,Nicolas Cage,Mike Starr,John Heard,Color,98,English,USA,1,2.35,R,69000000,55585389,5.9,64121,241,117,0,880,12000,854,697,15269
